Time,AccelRobX,AccelRobY,AccelRobZ,TargetModelAngleX,TargetModelAngleY,TargetModelAngleZ,CurrentModelAngleX,CurrentModelAngleY,CurrentModelAngleZ,ClampedModelAngleX,ClampedModelAngleY,ClampedModelAngleZ
542,-0,20,0,39,-10,19,-27,30,-14,00,-407,60,-4,10,-2,10,-61,14,-4,10,-2,10,-61,14
577,-0,20,0,29,-10,09,-20,30,-14,00,-403,60,-6,53,-3,89,-112,51,-6,53,-3,89,-90,00
672,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-8,59,-5,40,-156,77,-8,59,-5,40,-90,00
700,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-10,35,-6,69,-194,40,-10,35,-6,69,-90,00
724,-0,20,0,29,-10,09,-20,30,-14,00,-403,60,-11,84,-7,79,-225,78,-11,84,-7,79,-90,00
751,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-14,16,-8,72,-252,45,-14,16,-8,72,-90,00
774,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-16,13,-9,51,-275,12,-16,13,-9,51,-90,00
795,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-17,81,-10,19,-294,39,-17,81,-10,19,-90,00
816,-0,20,0,29,-10,09,-20,30,-14,00,-403,60,-18,18,-10,76,-310,78,-18,18,-10,76,-90,00
837,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-19,55,-11,24,-324,70,-19,55,-11,24,-90,00
857,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-20,71,-11,66,-336,53,-20,71,-11,66,-90,00
875,-0,20,0,39,-10,19,-27,30,-14,00,-407,60,-21,70,-12,01,-347,19,-21,70,-12,01,-90,00
896,0,00,0,29,-10,19,-20,30,0,00,-407,60,-21,49,-10,21,-356,25,-21,49,-10,21,-90,00
916,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-21,31,-10,78,-363,96,-21,31,-10,78,-90,00
936,-0,20,0,29,-10,00,-20,30,-14,00,-400,00,-21,16,-11,26,-369,36,-21,16,-11,26,-90,00
954,-0,20,0,29,-10,00,-20,30,-14,00,-400,00,-21,03,-11,67,-373,96,-21,03,-11,67,-90,00
977,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-21,97,-12,02,-378,40,-21,97,-12,02,-90,00
996,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-22,77,-12,32,-382,18,-22,77,-12,32,-90,00
1017,-0,20,0,39,-10,09,-27,30,-14,00,-403,60,-23,45,-12,57,-385,40,-23,45,-12,57,-90,00
1040,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-22,98,-12,78,-388,73,-22,98,-12,78,-90,00
1061,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-22,58,-12,97,-391,56,-22,58,-12,97,-90,00
1082,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-22,23,-13,12,-393,96,-22,23,-13,12,-90,00
1101,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-21,94,-13,25,-396,01,-21,94,-13,25,-90,00
1122,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-21,70,-13,37,-397,75,-21,70,-13,37,-90,00
1147,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-21,49,-13,46,-399,23,-21,49,-13,46,-90,00
1169,-0,20,0,29,-10,19,-20,30,-14,00,-407,60,-21,31,-13,54,-400,48,-21,31,-13,54,-90,00
1189,-0,20,0,39,-10,29,-27,30,-14,00,-411,60,-22,21,-13,61,-402,15,-22,21,-13,61,-90,00
1211,-0,20,0,39,-10,29,-27,30,-14,00,-411,60,-22,97,-13,67,-403,57,-22,97,-13,67,-90,00
