Time,AccelX,AccelY,AccelZ,TargetAngleX,TargetAngleY,TargetAngleZ,CurrentAngleX,CurrentAngleY,CurrentAngleZ
717,-2,45,4,12,-8,82,24,50,-41,20,-44,10,3,68,-6,18,-6,62
781,-2,65,4,12,-8,92,26,50,-41,20,-44,60,7,10,-11,43,-12,31
914,-2,65,4,12,-8,72,26,50,-41,20,-43,60,10,01,-15,90,-17,01
962,-2,65,4,31,-8,92,26,50,-43,10,-44,60,12,48,-19,98,-21,14
999,-2,65,4,12,-8,82,26,50,-41,20,-44,10,14,59,-23,16,-24,59
1032,-2,45,4,02,-8,82,24,50,-40,20,-44,10,16,07,-25,72,-27,51
1067,-2,65,4,12,-8,82,26,50,-41,20,-44,10,17,64,-28,04,-30,00
1103,-2,65,4,12,-8,82,26,50,-41,20,-44,10,18,97,-30,01,-32,12
1140,-2,65,4,12,-8,82,26,50,-41,20,-44,10,20,10,-31,69,-33,91
1172,-2,65,4,21,-8,92,26,50,-42,10,-44,60,21,06,-33,25,-35,52
1219,-2,65,4,12,-8,82,26,50,-41,20,-44,10,21,87,-34,45,-36,80
1254,-2,45,4,12,-8,82,24,50,-41,20,-44,10,22,27,-35,46,-37,90
1290,-2,45,4,02,-8,72,24,50,-40,20,-43,60,22,60,-36,17,-38,75
1323,-2,65,4,12,-8,82,26,50,-41,20,-44,10,23,19,-36,92,-39,56
1362,-2,65,4,12,-9,02,26,50,-41,20,-45,10,23,68,-37,57,-40,39
1396,-2,45,4,12,-8,82,24,50,-41,20,-44,10,23,81,-38,11,-40,94
1436,-2,45,4,41,-8,82,24,50,-44,10,-44,10,23,91,-39,01,-41,42
1471,-2,65,4,12,-8,82,26,50,-41,20,-44,10,24,30,-39,34,-41,82
1507,-2,45,4,12,-8,82,24,50,-41,20,-44,10,24,33,-39,62,-42,16
1551,-2,45,4,12,-8,82,24,50,-41,20,-44,10,24,33,-39,85,-42,45
1597,-2,45,4,12,-8,82,24,50,-41,20,-44,10,24,33,-40,06,-42,70
1624,-0,29,2,84,-10,29,2,90,-28,40,-51,45,21,11,-38,31,-44,01
1683,-0,29,3,82,-10,78,2,90,-38,20,-53,90,18,38,-38,31,-45,50
1734,-2,74,4,02,-8,92,27,40,-40,20,-44,60,19,74,-38,59,-45,36
1766,-2,74,2,25,-6,96,27,40,-22,50,-34,80,20,88,-36,18,-43,78
1805,-3,04,3,43,-8,43,30,40,-34,30,-42,15,22,31,-35,90,-43,53
1839,-1,67,5,29,-9,41,16,70,-52,90,-47,05,21,47,-38,45,-44,06
1868,-3,53,3,82,-8,62,35,30,-38,20,-43,10,23,54,-38,41,-43,92
1902,-2,35,3,72,-9,02,23,50,-37,20,-45,10,23,54,-38,23,-44,09
