Time,AccelX,AccelY,AccelZ,TargetAngleX,TargetAngleY,TargetAngleZ,CurrentAngleX,CurrentAngleY,CurrentAngleZ
738,0,29,0,59,-10,00,-598,39,0,00,0,00,-59,84,0,00,0,00
768,0,29,0,59,-10,00,-598,39,0,00,0,00,-113,69,0,00,0,00
786,0,20,0,59,-10,00,-598,39,0,00,0,00,-162,16,0,00,0,00
810,0,29,0,69,-10,09,1448,02,0,00,0,00,-1,15,0,00,0,00
832,0,20,0,59,-10,00,-598,39,0,00,0,00,-60,87,0,00,0,00
850,0,20,0,59,-10,00,-598,39,0,00,0,00,-114,62,0,00,0,00
870,0,29,0,78,-10,00,662,21,0,00,0,00,-36,94,0,00,0,00
890,0,29,0,78,-10,00,662,21,0,00,0,00,32,98,0,00,0,00
910,0,20,0,78,-10,00,662,21,0,00,0,00,95,90,0,00,0,00
930,0,29,0,59,-10,00,-598,39,0,00,0,00,26,47,0,00,0,00
950,0,29,0,78,-10,00,662,21,0,00,0,00,90,04,0,00,0,00
977,0,29,0,78,-10,00,662,21,0,00,0,00,147,26,0,00,0,00
994,0,20,0,78,-10,00,662,21,0,00,0,00,198,76,0,00,0,00
1014,0,29,0,59,-10,00,-598,39,0,00,0,00,119,04,0,00,0,00
1033,0,29,0,59,-10,00,-598,39,0,00,0,00,47,30,0,00,0,00
1053,0,29,0,78,-10,00,662,21,0,00,0,00,108,79,0,00,0,00
1073,0,20,0,69,-10,09,1448,02,0,00,0,00,242,71,0,00,0,00
1090,0,20,0,69,-10,09,1448,02,0,00,0,00,363,24,0,00,0,00
1106,0,20,0,69,-10,09,1448,02,0,00,0,00,471,72,0,00,0,00
1127,0,20,0,69,-10,00,288,34,0,00,0,00,453,38,0,00,0,00
1146,0,29,0,59,-10,00,-598,39,0,00,0,00,348,20,0,00,0,00
1167,0,29,0,69,-10,09,1448,02,0,00,0,00,458,19,0,00,0,00
1186,0,29,0,69,-10,00,288,34,0,00,0,00,441,20,0,00,0,00
1209,0,29,0,78,-10,00,662,21,0,00,0,00,463,30,0,00,0,00
1232,0,20,0,69,-10,09,1448,02,0,00,0,00,561,77,0,00,0,00
1252,0,20,0,59,-10,00,-598,39,0,00,0,00,445,76,0,00,0,00
1271,0,29,0,59,-10,00,-598,39,0,00,0,00,341,34,0,00,0,00
1290,0,29,0,69,-10,09,1448,02,0,00,0,00,452,01,0,00,0,00
1310,0,29,0,69,-9,90,84,30,0,00,0,00,415,24,0,00,0,00
1329,0,29,0,69,-9,90,84,30,0,00,0,00,382,14,0,00,0,00
1348,0,29,0,78,-10,29,1433,07,0,00,0,00,487,24,0,00,0,00
1367,0,29,0,59,-9,80,-167,79,0,00,0,00,421,73,0,00,0,00
1387,0,29,0,59,-9,80,-167,79,0,00,0,00,362,78,0,00,0,00
1406,0,29,0,69,-10,09,1448,02,0,00,0,00,471,31,0,00,0,00
1426,0,29,0,69,-9,90,84,30,0,00,0,00,432,61,0,00,0,00
1445,0,20,0,69,-9,90,84,30,0,00,0,00,397,77,0,00,0,00
1466,0,20,0,69,-10,09,1448,02,0,00,0,00,502,80,0,00,0,00
1489,0,20,0,69,-9,90,84,30,0,00,0,00,460,95,0,00,0,00
1508,0,20,0,69,-9,90,84,30,0,00,0,00,423,28,0,00,0,00
1531,0,29,0,69,-10,09,1448,02,0,00,0,00,525,76,0,00,0,00
1550,0,29,0,69,-10,09,1448,02,0,00,0,00,617,98,0,00,0,00
1570,0,20,0,69,-10,09,1448,02,0,00,0,00,700,99,0,00,0,00
1589,0,20,0,69,-10,09,1448,02,0,00,0,00,775,69,0,00,0,00
1610,0,20,0,69,-10,09,1448,02,0,00,0,00,842,92,0,00,0,00
1629,0,20,0,69,-10,09,1448,02,0,00,0,00,903,43,0,00,0,00
1648,0,20,0,78,-10,00,662,21,0,00,0,00,879,31,0,00,0,00
1665,0,20,0,78,-10,00,662,21,0,00,0,00,857,60,0,00,0,00
1682,0,29,0,59,-10,00,-598,39,0,00,0,00,712,00,0,00,0,00
1698,0,29,0,69,-10,09,1448,02,0,00,0,00,785,60,0,00,0,00
1714,0,29,0,69,-10,09,1448,02,0,00,0,00,851,84,0,00,0,00
1730,0,29,0,69,-10,09,1448,02,0,00,0,00,911,46,0,00,0,00
1748,0,29,0,69,-10,09,1448,02,0,00,0,00,965,12,0,00,0,00
1766,0,29,0,69,-10,09,1448,02,0,00,0,00,1013,41,0,00,0,00
1785,0,29,0,69,-10,09,1448,02,0,00,0,00,1056,87,0,00,0,00
1803,0,29,0,69,-10,09,1448,02,0,00,0,00,1095,98,0,00,0,00
1821,0,29,0,69,-10,09,1448,02,0,00,0,00,1131,18,0,00,0,00
1842,0,29,0,69,-10,09,1448,02,0,00,0,00,1162,87,0,00,0,00
1858,0,29,0,69,-10,09,1448,02,0,00,0,00,1191,38,0,00,0,00
1874,0,29,0,69,-10,09,1448,02,0,00,0,00,1217,05,0,00,0,00
1890,0,20,0,69,-10,09,1448,02,0,00,0,00,1240,14,0,00,0,00
1906,0,20,0,78,-10,00,662,21,0,00,0,00,1182,35,0,00,0,00
1922,0,29,0,78,-10,00,662,21,0,00,0,00,1130,34,0,00,0,00
1944,0,29,0,69,-10,09,1448,02,0,00,0,00,1162,10,0,00,0,00
1962,0,29,0,69,-10,00,288,34,0,00,0,00,1074,73,0,00,0,00
1980,0,29,0,78,-10,00,662,21,0,00,0,00,1033,48,0,00,0,00
2000,0,29,0,78,-10,00,662,21,0,00,0,00,996,35,0,00,0,00
2017,0,29,0,78,-10,00,662,21,0,00,0,00,962,94,0,00,0,00
2034,0,29,0,69,-10,09,1448,02,0,00,0,00,1011,44,0,00,0,00
2050,0,29,0,69,-10,09,1448,02,0,00,0,00,1055,10,0,00,0,00
2067,0,29,0,69,-10,09,1448,02,0,00,0,00,1094,39,0,00,0,00
2085,0,29,0,69,-10,09,1448,02,0,00,0,00,1129,75,0,00,0,00
2102,0,29,0,69,-10,09,1448,02,0,00,0,00,1161,58,0,00,0,00
2119,0,29,0,69,-10,09,1448,02,0,00,0,00,1190,22,0,00,0,00
2136,0,20,0,69,-10,09,1448,02,0,00,0,00,1216,00,0,00,0,00
2154,0,29,0,78,-10,00,662,21,0,00,0,00,1160,62,0,00,0,00
2171,0,29,0,78,-10,00,662,21,0,00,0,00,1110,78,0,00,0,00
