Time,RawAccelX,RawAccelY,RawAccelZ,CalibRobotX,CalibRobotY,TargetModelPitch(X),TargetModelYaw(Y),TargetModelRoll(Z),CurrentModelPitch(X),CurrentModelYaw(Y),CurrentModelRoll(Z),ClampedModelPitch(X),ClampedModelYaw(Y),ClampedModelRoll(Z)
489,0,00,0,39,-10,09,0,20,0,10,-7,00,0,00,14,00,-1,05,0,00,2,10,-1,05,0,00,2,10
519,0,00,0,39,-10,09,0,20,0,10,-7,00,0,00,14,00,-1,94,0,00,3,89,-1,94,0,00,3,89
645,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-2,70,0,00,3,30,-2,70,0,00,3,30
672,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-3,35,0,00,2,81,-3,35,0,00,2,81
698,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-3,89,0,00,2,39,-3,89,0,00,2,39
722,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-4,36,0,00,2,03,-4,36,0,00,2,03
751,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-4,76,0,00,1,72,-4,76,0,00,1,72
779,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,09,0,00,1,47,-5,09,0,00,1,47
803,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-4,33,0,00,1,25,-4,33,0,00,1,25
829,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-4,73,0,00,1,06,-4,73,0,00,1,06
852,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,07,0,00,0,90,-5,07,0,00,0,90
879,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,36,0,00,0,76,-5,36,0,00,0,76
903,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,61,0,00,0,65,-5,61,0,00,0,65
929,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,81,0,00,0,55,-5,81,0,00,0,55
956,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,99,0,00,0,47,-5,99,0,00,0,47
982,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-6,14,0,00,0,40,-6,14,0,00,0,40
1007,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-6,27,0,00,0,34,-6,27,0,00,0,34
1039,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-6,38,0,00,0,29,-6,38,0,00,0,29
1064,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-6,47,0,00,0,25,-6,47,0,00,0,25
1088,-0,20,0,39,-10,19,0,00,0,10,-7,00,0,00,0,00,-6,55,0,00,0,21,-6,55,0,00,0,21
1109,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-5,57,0,00,0,18,-5,57,0,00,0,18
1134,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,78,0,00,0,15,-5,78,0,00,0,15
1159,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,97,0,00,0,13,-5,97,0,00,0,13
1187,-0,20,0,39,-10,29,0,00,0,10,-7,00,0,00,0,00,-6,12,0,00,0,11,-6,12,0,00,0,11
1210,-0,20,0,39,-10,29,0,00,0,10,-7,00,0,00,0,00,-6,25,0,00,0,09,-6,25,0,00,0,09
1232,-0,20,0,39,-10,29,0,00,0,10,-7,00,0,00,0,00,-6,37,0,00,0,08,-6,37,0,00,0,08
1255,-0,20,0,39,-10,29,0,00,0,10,-7,00,0,00,0,00,-6,46,0,00,0,07,-6,46,0,00,0,07
1280,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-6,54,0,00,0,06,-6,54,0,00,0,06
1301,0,20,0,39,-10,09,0,40,0,10,-7,00,0,00,28,00,-6,61,0,00,4,25,-6,61,0,00,4,25
1321,-0,20,0,20,-10,09,0,00,-0,09,6,30,0,00,0,00,-4,67,0,00,3,61,-4,67,0,00,3,61
1341,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,02,0,00,3,07,-5,02,0,00,3,07
1361,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,32,0,00,2,61,-5,32,0,00,2,61
1389,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,57,0,00,2,22,-5,57,0,00,2,22
1410,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,79,0,00,1,88,-5,79,0,00,1,88
1434,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-5,97,0,00,1,60,-5,97,0,00,1,60
1454,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-5,07,0,00,1,36,-5,07,0,00,1,36
1476,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-4,31,0,00,1,16,-4,31,0,00,1,16
1498,0,00,0,29,-10,19,0,20,0,00,-0,00,0,00,14,00,-3,67,0,00,3,08,-3,67,0,00,3,08
1518,0,00,0,29,-10,19,0,20,0,00,-0,00,0,00,14,00,-3,12,0,00,4,72,-3,12,0,00,4,72
1543,0,00,0,29,-10,09,0,20,0,00,-0,00,0,00,14,00,-2,65,0,00,6,11,-2,65,0,00,6,11
1564,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-3,30,0,00,5,20,-3,30,0,00,5,20
1600,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-3,86,0,00,4,42,-3,86,0,00,4,42
1629,0,00,0,39,-10,09,0,20,0,10,-7,00,0,00,14,00,-4,33,0,00,5,85,-4,33,0,00,5,85
1652,0,00,0,39,-10,09,0,20,0,10,-7,00,0,00,14,00,-4,73,0,00,7,08,-4,73,0,00,7,08
1673,-0,20,0,29,-10,00,0,00,0,00,-0,00,0,00,0,00,-4,02,0,00,6,01,-4,02,0,00,6,01
1693,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-4,47,0,00,5,11,-4,47,0,00,5,11
1713,0,00,0,39,-10,09,0,20,0,10,-7,00,0,00,14,00,-4,85,0,00,6,45,-4,85,0,00,6,45
1732,0,00,0,39,-10,09,0,20,0,10,-7,00,0,00,14,00,-5,17,0,00,7,58,-5,17,0,00,7,58
1752,0,00,0,39,-10,19,0,20,0,10,-7,00,0,00,14,00,-5,44,0,00,8,54,-5,44,0,00,8,54
1776,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-4,63,0,00,7,26,-4,63,0,00,7,26
1799,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-3,93,0,00,6,17,-3,93,0,00,6,17
1820,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-3,34,0,00,5,25,-3,34,0,00,5,25
1838,-0,20,0,29,-10,09,0,00,0,00,-0,00,0,00,0,00,-2,84,0,00,4,46,-2,84,0,00,4,46
1856,-0,20,0,39,-10,09,0,00,0,10,-7,00,0,00,0,00,-3,47,0,00,3,79,-3,47,0,00,3,79
1877,-0,20,0,29,-10,19,0,00,0,00,-0,00,0,00,0,00,-2,95,0,00,3,22,-2,95,0,00,3,22
1898,-0,20,0,29,-10,09,0,00,0,00,-0,00,0,00,0,00,-2,50,0,00,2,74,-2,50,0,00,2,74
