Time,AccelX,AccelY,AccelZ,TargetAngleX,TargetAngleY,TargetAngleZ,CurrentAngleX,CurrentAngleY,CurrentAngleZ
593,-2,35,3,82,-9,11,23,50,-38,20,-45,55,3,53,-5,73,-6,83
625,-2,35,3,82,-9,11,23,50,-38,20,-45,55,6,52,-10,60,-12,64
754,-2,35,3,82,-9,11,23,50,-38,20,-45,55,9,07,-14,74,-17,58
791,-2,35,3,72,-9,11,23,50,-37,20,-45,55,11,23,-18,11,-21,77
825,-2,35,3,82,-9,02,23,50,-38,20,-45,10,13,07,-21,12,-25,27
864,-2,35,3,82,-8,92,23,50,-38,20,-44,60,14,64,-23,68,-28,17
901,-2,35,3,92,-9,02,23,50,-39,20,-45,10,15,97,-26,01,-30,71
933,-2,35,3,92,-9,02,23,50,-39,20,-45,10,17,10,-27,99,-32,87
962,-2,45,3,92,-9,02,24,50,-39,20,-45,10,18,21,-29,67,-34,70
992,-2,35,3,92,-9,02,23,50,-39,20,-45,10,19,00,-31,10,-36,26
1024,-2,45,3,82,-9,11,24,50,-38,20,-45,55,19,83,-32,17,-37,66
1056,-2,35,3,72,-9,02,23,50,-37,20,-45,10,20,38,-32,92,-38,77
1095,-2,35,3,92,-9,02,23,50,-39,20,-45,10,20,85,-33,86,-39,72
1133,-2,35,3,92,-9,02,23,50,-39,20,-45,10,21,24,-34,66,-40,53
1165,-2,45,3,92,-9,02,24,50,-39,20,-45,10,21,73,-35,34,-41,21
1198,-2,35,3,82,-8,92,23,50,-38,20,-44,60,22,00,-35,77,-41,72
1225,-2,45,3,92,-9,02,24,50,-39,20,-45,10,22,37,-36,29,-42,23
1258,-2,45,3,82,-9,11,24,50,-38,20,-45,55,22,69,-36,57,-42,73
1291,-2,35,3,82,-8,92,23,50,-38,20,-44,60,22,81,-36,82,-43,01
1320,-2,35,3,92,-9,02,23,50,-39,20,-45,10,22,92,-37,17,-43,32
1345,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,00,-37,48,-43,59
1370,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,08,-37,74,-43,82
1402,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,14,-37,81,-43,93
1427,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,20,-37,87,-44,03
1452,-2,45,3,82,-9,02,24,50,-38,20,-45,10,23,39,-37,92,-44,19
1482,-2,45,3,92,-8,92,24,50,-39,20,-44,60,23,56,-38,11,-44,25
1506,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,56,-38,11,-44,31
1539,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,56,-38,11,-44,49
1572,-2,35,3,92,-9,11,23,50,-39,20,-45,55,23,56,-38,27,-44,65
1596,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,56,-38,27,-44,79
1618,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,56,-38,27,-44,79
1644,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,56,-38,41,-44,83
1667,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,56,-38,38,-44,80
1695,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,56,-38,38,-44,91
1720,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,56,-38,38,-45,01
1744,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,56,-38,38,-45,09
1768,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,56,-38,50,-45,09
1795,-2,35,3,92,-9,11,23,50,-39,20,-45,55,23,56,-38,61,-45,16
1828,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,56,-38,55,-45,07
1856,-2,45,3,92,-9,02,24,50,-39,20,-45,10,23,70,-38,64,-45,07
1886,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,70,-38,73,-45,07
1919,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,70,-38,80,-45,07
1946,-2,35,3,72,-8,72,23,50,-37,20,-43,60,23,70,-38,56,-44,85
1969,-2,35,3,82,-8,92,23,50,-38,20,-44,60,23,70,-38,50,-44,81
1998,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,70,-38,61,-44,86
2022,-2,35,3,92,-9,02,23,50,-39,20,-45,10,23,70,-38,70,-44,89
2051,-2,35,3,92,-9,11,23,50,-39,20,-45,55,23,70,-38,77,-44,99
2077,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,70,-38,69,-45,08
2102,-2,35,3,82,-9,11,23,50,-38,20,-45,55,23,70,-38,61,-45,15
2130,-2,16,3,04,-7,55,21,60,-30,40,-37,75,23,38,-37,38,-44,04
2151,-1,96,4,90,-10,00,19,60,-49,00,-50,00,22,82,-39,12,-44,93
2178,-1,96,4,90,-10,00,19,60,-49,00,-50,00,22,33,-40,61,-45,69
2203,-1,96,4,90,-10,68,19,60,-49,00,-53,40,21,92,-41,87,-46,85
2231,-2,65,4,12,-8,04,26,50,-41,20,-40,20,22,61,-41,77,-45,85
2258,-2,45,3,14,-9,11,24,50,-31,40,-45,55,22,89,-40,21,-45,81
2285,-1,57,4,21,-9,11,15,70,-42,10,-45,55,21,81,-40,49,-45,77
2306,-2,45,3,43,-8,62,24,50,-34,30,-43,10,22,22,-39,56,-45,37
2329,-2,35,3,14,-9,21,23,50,-31,40,-46,05,22,41,-38,34,-45,47
2349,-2,35,3,14,-8,82,23,50,-31,40,-44,10,22,57,-37,30,-45,26
2374,-2,16,4,80,-8,82,21,60,-48,00,-44,10,22,43,-38,90,-45,09
2403,-1,67,3,82,-8,92,16,70,-38,20,-44,60,21,57,-38,80,-45,02
2427,-1,86,4,41,-9,11,18,60,-44,10,-45,55,21,12,-39,59,-45,10
2451,-3,53,3,72,-8,53,35,30,-37,20,-42,65,23,25,-39,23,-44,73
2493,-3,53,3,63,-8,82,35,30,-36,30,-44,10,25,06,-38,79,-44,63
2524,-0,88,4,51,-9,31,8,80,-45,10,-46,55,22,62,-39,74,-44,92
2549,-1,67,4,41,-9,80,16,70,-44,10,-49,00,21,73,-40,39,-45,53
2576,-1,86,3,82,-9,11,18,60,-38,20,-45,55,21,26,-40,07,-45,53
2602,-1,86,3,82,-9,11,18,60,-38,20,-45,55,20,86,-39,79,-45,53
