Time,AccelX,AccelY,AccelZ,TargetAngleX,TargetAngleY,TargetAngleZ,CurrentAngleX,CurrentAngleY,CurrentAngleZ
726,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-1,17,8,08,-6,54
783,0,88,-5,39,-8,82,-8,80,53,90,-44,10,-2,31,14,96,-12,17
921,0,78,-5,29,-8,82,-7,80,52,90,-44,10,-3,14,20,65,-16,96
972,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-3,84,25,64,-20,96
1026,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-4,43,29,88,-24,35
1072,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-4,94,33,48,-27,24
1130,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-5,37,36,54,-29,70
1176,0,78,-5,29,-8,82,-7,80,52,90,-44,10,-5,73,39,00,-31,86
1231,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-6,04,41,23,-33,62
1284,0,78,-5,49,-8,82,-7,80,54,90,-44,10,-6,31,43,28,-35,19
1333,0,78,-5,49,-8,72,-7,80,54,90,-43,60,-6,53,45,02,-36,45
1417,0,78,-5,39,-8,72,-7,80,53,90,-43,60,-6,72,46,36,-37,52
1492,0,78,-5,49,-8,62,-7,80,54,90,-43,10,-6,88,47,64,-38,36
1577,0,78,-5,98,-9,90,-7,80,59,80,-49,50,-7,02,49,46,-40,03
1634,-0,49,-6,27,-9,90,4,90,62,70,-49,50,-5,23,51,45,-41,45
1677,-0,59,-6,08,-10,09,5,90,60,80,-50,45,-3,56,52,85,-42,80
1742,-0,29,-5,68,-9,02,2,90,56,80,-45,10,-2,59,53,44,-43,15
1796,4,31,-4,70,-9,70,-43,10,47,00,-48,50,-8,67,52,48,-43,95
1846,7,45,-2,74,-6,66,-74,50,27,40,-33,30,-18,54,48,72,-42,35
1886,6,66,-4,70,-6,37,-66,60,47,00,-31,85,-25,75,48,46,-40,78
1924,6,96,-5,19,-5,98,-69,60,51,90,-29,90,-32,33,48,97,-39,15
1963,6,66,-5,29,-6,17,-66,60,52,90,-30,85,-37,47,49,56,-37,90
2013,7,55,-4,61,-5,10,-75,50,46,10,-25,50,-43,17,49,04,-36,04
2052,7,55,-4,21,-3,92,-75,50,42,10,-19,60,-48,02,48,00,-33,57
2090,7,74,-4,41,-0,88,-77,40,44,10,-4,40,-52,43,47,42,-29,20
2125,8,13,-4,12,0,10,-81,30,41,20,0,50,-56,76,46,48,-24,74
2164,8,04,-4,41,0,98,-80,40,44,10,4,90,-60,31,46,13,-20,30
2202,10,39,-7,35,5,10,-103,90,73,50,25,50,-66,85,50,23,-13,43
2252,9,21,-2,45,-1,96,-92,10,24,50,-9,80,-70,63,46,37,-12,88
2284,7,06,-4,90,0,78,-70,60,49,00,3,90,-70,63,46,77,-10,37
2316,7,06,-5,59,1,76,-70,60,55,90,8,80,-70,63,48,14,-7,49
2353,7,45,-5,49,0,78,-74,50,54,90,3,90,-71,21,49,15,-5,78
2405,7,55,-5,49,0,78,-75,50,54,90,3,90,-71,86,50,01,-4,33
2453,7,45,-5,98,0,20,-74,50,59,80,1,00,-72,25,51,48,-3,53
2494,8,04,-5,49,-1,18,-80,40,54,90,-5,90,-73,48,51,99,-3,89
2524,8,04,-5,59,-1,27,-80,40,55,90,-6,35,-74,51,52,58,-4,26
2546,8,33,-6,08,-0,49,-83,30,60,80,-2,45,-75,83,53,81,-3,98
2569,8,33,-5,68,-0,69,-83,30,56,80,-3,45,-76,95,54,26,-3,90
2597,8,53,-5,68,-0,49,-85,30,56,80,-2,45,-78,20,54,64,-3,69
2622,8,53,-5,88,0,78,-85,30,58,80,3,90,-79,27,55,27,-2,55
2644,8,82,-6,27,0,78,-88,20,62,70,3,90,-80,61,56,38,-1,58
2670,9,21,-6,96,1,37,-92,10,69,60,6,85,-82,33,58,36,-0,32
2700,9,21,-6,96,1,37,-92,10,69,60,6,85,-83,80,60,05,0,76
2732,8,53,-6,47,-1,37,-85,30,64,70,-6,85,-84,02,60,75,-0,38
2764,7,55,-5,49,-2,35,-75,50,54,90,-11,75,-82,74,59,87,-2,09
2793,6,47,-4,70,-3,53,-64,70,47,00,-17,65,-80,04,57,94,-4,42
2816,3,04,-4,70,-8,53,-30,40,47,00,-42,65,-72,59,56,30,-10,16
2836,3,04,-6,66,-7,15,-30,40,66,60,-35,75,-66,26,57,84,-14,00
2854,0,78,-6,66,-7,15,-7,80,66,60,-35,75,-57,49,59,16,-17,26
2874,0,78,-6,66,-7,15,-7,80,66,60,-35,75,-50,04,60,27,-20,03
2894,0,78,-6,66,-6,08,-7,80,66,60,-30,40,-43,70,61,22,-21,59
2918,-0,29,-7,25,-6,08,2,90,72,50,-30,40,-36,71,62,91,-22,91
2940,-1,86,-7,84,-5,39,18,60,78,40,-26,95,-28,42,65,24,-23,52
2972,-2,65,-8,23,-5,10,26,50,82,30,-25,50,-20,18,67,80,-23,81
2996,-2,74,-8,33,-4,70,27,40,83,30,-23,50,-13,04,70,12,-23,77
