Time,RawAccelX,RawAccelY,RawAccelZ,CalibRobotX,CalibRobotY,TargetModelPitch(X),TargetModelYaw(Y),TargetModelRoll(Z),CurrentModelPitch(X),CurrentModelYaw(Y),CurrentModelRoll(Z),ClampedModelPitch(X),ClampedModelYaw(Y),ClampedModelRoll(Z)
652,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,-0,00,0,00,0,00,-0,00,0,00,0,00
688,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,-0,00,0,00,0,00,-0,00,0,00,0,00
717,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,-0,00,0,00,0,00,-0,00,0,00,0,00
755,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,1,05,0,00,0,00,1,05,0,00,0,00
800,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,1,94,0,00,0,00,1,94,0,00,0,00
825,0,20,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,2,70,0,00,2,10,2,70,0,00,2,10
855,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,30,0,00,1,79,2,30,0,00,1,79
876,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,1,95,0,00,1,52,1,95,0,00,1,52
900,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,1,66,0,00,1,29,1,66,0,00,1,29
926,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,2,46,0,00,1,10,2,46,0,00,1,10
954,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,3,14,0,00,0,93,3,14,0,00,0,93
980,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,67,0,00,0,79,2,67,0,00,0,79
1006,0,00,0,20,-10,09,0,00,-0,19,13,30,0,00,0,00,4,26,0,00,0,67,4,26,0,00,0,67
1037,0,00,0,20,-10,09,0,00,-0,19,13,30,0,00,0,00,5,62,0,00,0,57,5,62,0,00,0,57
1063,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,78,0,00,0,49,4,78,0,00,0,49
1085,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,06,0,00,0,41,4,06,0,00,0,41
1112,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,4,50,0,00,0,35,4,50,0,00,0,35
1135,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,4,88,0,00,0,30,4,88,0,00,0,30
1158,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,14,0,00,0,25,4,14,0,00,0,25
1181,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,3,52,0,00,0,22,3,52,0,00,0,22
1209,0,00,0,20,-10,19,0,00,-0,19,13,30,0,00,0,00,4,99,0,00,0,18,4,99,0,00,0,18
1236,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,29,0,00,0,16,5,29,0,00,0,16
1261,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,55,0,00,0,13,5,55,0,00,0,13
1287,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,77,0,00,0,11,5,77,0,00,0,11
1306,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,95,0,00,0,10,5,95,0,00,0,10
1330,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,6,11,0,00,0,08,6,11,0,00,0,08
1352,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,6,24,0,00,0,07,6,24,0,00,0,07
1371,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,6,36,0,00,0,06,6,36,0,00,0,06
1394,0,00,0,20,-9,90,0,00,-0,19,13,30,0,00,0,00,7,40,0,00,0,05,7,40,0,00,0,05
1414,0,20,0,20,-9,90,0,20,-0,19,13,30,0,00,14,00,8,28,0,00,2,14,8,28,0,00,2,14
1434,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,7,04,0,00,1,82,7,04,0,00,1,82
1454,0,00,0,39,-10,19,0,00,0,00,-0,00,0,00,0,00,5,98,0,00,1,55,5,98,0,00,1,55
1480,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,6,14,0,00,1,32,6,14,0,00,1,32
1506,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,6,27,0,00,1,12,6,27,0,00,1,12
1528,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,6,38,0,00,0,95,6,38,0,00,0,95
1552,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,5,42,0,00,0,81,5,42,0,00,0,81
1578,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,61,0,00,0,69,4,61,0,00,0,69
1606,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,4,97,0,00,0,58,4,97,0,00,0,58
1631,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,27,0,00,0,50,5,27,0,00,0,50
1654,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,53,0,00,0,42,5,53,0,00,0,42
1675,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,75,0,00,0,36,5,75,0,00,0,36
1703,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,89,0,00,0,30,4,89,0,00,0,30
1723,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,15,0,00,0,26,4,15,0,00,0,26
1743,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,3,53,0,00,0,22,3,53,0,00,0,22
1763,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,3,00,0,00,0,19,3,00,0,00,0,19
1786,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,55,0,00,0,16,2,55,0,00,0,16
1808,0,00,0,39,-10,19,0,00,0,00,-0,00,0,00,0,00,2,17,0,00,0,14,2,17,0,00,0,14
1833,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,2,89,0,00,0,11,2,89,0,00,0,11
1853,0,00,0,20,-10,09,0,00,-0,19,13,30,0,00,0,00,4,45,0,00,0,10,4,45,0,00,0,10
1876,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,3,79,0,00,0,08,3,79,0,00,0,08
1896,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,3,22,0,00,0,07,3,22,0,00,0,07
1914,0,00,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,3,79,0,00,0,06,3,79,0,00,0,06
1935,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,3,22,0,00,0,05,3,22,0,00,0,05
1954,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,74,0,00,0,04,2,74,0,00,0,04
1977,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,32,0,00,0,00,2,32,0,00,0,00
1997,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,1,98,0,00,0,00,1,98,0,00,0,00
2018,0,00,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,1,68,0,00,0,00,1,68,0,00,0,00
