Time,AccelRobX,AccelRobY,AccelRobZ,TargetModelAngleX,TargetModelAngleY,TargetModelAngleZ,CurrentModelAngleX,CurrentModelAngleY,CurrentModelAngleZ,ClampedModelAngleX,ClampedModelAngleY,ClampedModelAngleZ
459,0,20,0,49,-10,19,-34,30,14,00,-407,60,-5,15,2,10,-61,14,-5,15,2,10,-61,14
486,0,00,0,59,-10,39,-41,30,0,00,-415,60,-10,57,1,79,-114,31,-10,57,1,79,-90,00
583,0,20,0,39,-10,09,-27,30,14,00,-403,60,-13,08,3,62,-157,70,-13,08,3,62,-90,00
613,0,20,0,59,-10,00,-41,30,14,00,-400,00,-17,31,5,17,-194,05,-17,31,5,17,-90,00
636,0,20,0,69,-9,90,-48,30,14,00,-396,00,-21,96,6,50,-224,34,-21,96,6,50,-90,00
658,0,49,0,69,-9,90,-48,30,34,30,-396,00,-25,91,10,67,-250,09,-25,91,10,67,-90,00
677,0,49,0,69,-10,00,-48,30,34,30,-400,00,-29,27,14,21,-272,58,-29,27,14,21,-90,00
700,0,20,0,59,-10,00,-41,30,14,00,-400,00,-31,07,14,18,-291,69,-31,07,14,18,-90,00
723,0,00,0,49,-10,19,-34,30,0,00,-407,60,-31,56,12,05,-309,08,-31,56,12,05,-90,00
741,0,00,0,49,-10,39,-34,30,0,00,-415,60,-31,97,10,25,-325,05,-31,97,10,25,-90,00
771,0,29,0,88,-10,39,-61,60,20,30,-415,60,-36,41,11,75,-338,64,-36,41,11,75,-90,00
793,0,29,0,88,-10,39,-61,60,20,30,-415,60,-40,19,13,04,-350,18,-40,19,13,04,-90,00
815,0,29,0,98,-10,29,-68,60,20,30,-411,60,-44,45,14,13,-359,39,-44,45,14,13,-90,00
838,0,20,0,78,-10,29,-54,60,14,00,-411,60,-45,97,14,11,-367,22,-45,97,14,11,-90,00
859,0,20,0,78,-10,09,-54,60,14,00,-403,60,-47,27,14,09,-372,68,-47,27,14,09,-90,00
878,0,20,0,39,-10,09,-27,30,14,00,-403,60,-44,27,14,08,-377,32,-44,27,14,08,-90,00
900,0,20,0,39,-10,09,-27,30,14,00,-403,60,-41,73,14,07,-381,26,-41,73,14,07,-90,00
921,0,20,0,39,-10,09,-27,30,14,00,-403,60,-39,56,14,06,-384,61,-39,56,14,06,-90,00
939,0,20,0,39,-10,09,-27,30,14,00,-403,60,-37,72,14,05,-387,46,-37,72,14,05,-90,00
