Time,RawAccelX,RawAccelY,RawAccelZ,CalibRobotX,CalibRobotY,TargetModelPitch(X),TargetModelYaw(Y),TargetModelRoll(Z),CurrentModelPitch(X),CurrentModelYaw(Y),CurrentModelRoll(Z),ClampedModelPitch(X),ClampedModelYaw(Y),ClampedModelRoll(Z)
613,0,00,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,1,05,0,00,2,10,1,05,0,00,2,10
690,0,00,0,29,-10,09,0,20,-0,10,7,00,0,00,14,00,1,94,0,00,3,89,1,94,0,00,3,89
807,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,1,65,0,00,5,40,1,65,0,00,5,40
858,-0,20,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,1,40,0,00,4,59,1,40,0,00,4,59
904,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,1,19,0,00,6,00,1,19,0,00,6,00
953,-0,20,0,39,-10,19,0,00,0,00,-0,00,0,00,0,00,1,01,0,00,5,10,1,01,0,00,5,10
1004,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,0,86,0,00,6,44,0,86,0,00,6,44
1052,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,1,78,0,00,5,47,1,78,0,00,5,47
1107,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,1,52,0,00,6,75,1,52,0,00,6,75
1159,-0,20,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,1,29,0,00,5,74,1,29,0,00,5,74
1205,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,1,09,0,00,6,98,1,09,0,00,6,98
1243,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,1,98,0,00,5,93,1,98,0,00,5,93
1287,-0,20,0,29,-10,09,0,00,-0,10,7,00,0,00,0,00,2,73,0,00,5,04,2,73,0,00,5,04
1339,0,00,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,3,37,0,00,6,39,3,37,0,00,6,39
1387,-0,20,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,87,0,00,5,43,2,87,0,00,5,43
1487,-0,20,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,2,44,0,00,4,61,2,44,0,00,4,61
1551,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,3,12,0,00,3,92,3,12,0,00,3,92
1613,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,3,70,0,00,3,33,3,70,0,00,3,33
1708,0,00,0,29,-10,09,0,20,-0,10,7,00,0,00,14,00,4,20,0,00,4,93,4,20,0,00,4,93
1789,0,00,0,29,-10,09,0,20,-0,10,7,00,0,00,14,00,4,62,0,00,6,29,4,62,0,00,6,29
1837,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,4,98,0,00,5,35,4,98,0,00,5,35
1904,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,28,0,00,4,55,5,28,0,00,4,55
1935,-0,20,0,29,-10,00,0,00,-0,10,7,00,0,00,0,00,5,54,0,00,3,86,5,54,0,00,3,86
1967,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,5,76,0,00,3,29,5,76,0,00,3,29
2004,-0,20,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,89,0,00,2,79,4,89,0,00,2,79
2035,-0,20,0,39,-10,09,0,00,0,00,-0,00,0,00,0,00,4,16,0,00,2,37,4,16,0,00,2,37
2073,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,4,59,0,00,2,02,4,59,0,00,2,02
2104,0,00,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,4,95,0,00,3,81,4,95,0,00,3,81
2137,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,4,21,0,00,5,34,4,21,0,00,5,34
2175,0,00,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,4,62,0,00,6,64,4,62,0,00,6,64
2215,-0,20,0,39,-10,19,0,00,0,00,-0,00,0,00,0,00,3,93,0,00,5,65,3,93,0,00,5,65
2249,0,00,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,4,39,0,00,6,90,4,39,0,00,6,90
2279,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,3,73,0,00,7,96,3,73,0,00,7,96
2316,-0,20,0,29,-10,19,0,00,-0,10,7,00,0,00,0,00,4,22,0,00,6,77,4,22,0,00,6,77
2372,0,00,0,29,-10,19,0,20,-0,10,7,00,0,00,14,00,4,64,0,00,7,85,4,64,0,00,7,85
2452,0,00,0,29,-10,09,0,20,-0,10,7,00,0,00,14,00,4,99,0,00,8,78,4,99,0,00,8,78
2496,0,00,0,39,-10,09,0,20,0,00,-0,00,0,00,14,00,4,24,0,00,9,56,4,24,0,00,9,56
2544,0,00,0,39,-9,80,0,20,0,00,-0,00,0,00,14,00,3,61,0,00,10,23,3,61,0,00,10,23
2617,-2,45,2,25,-9,11,-2,25,1,86,-130,20,0,00,-157,50,-16,46,0,00,-14,93,-16,46,0,00,-14,93
2655,1,57,1,27,-10,00,1,77,0,88,-61,60,0,00,123,90,-23,23,0,00,5,89,-23,23,0,00,5,89
2683,-1,96,-1,76,-9,90,-1,76,-2,15,150,50,0,00,-123,20,2,83,0,00,-13,47,2,83,0,00,-13,47
2710,-1,08,0,49,-11,86,-0,88,0,10,-7,00,0,00,-61,60,1,35,0,00,-20,69,1,35,0,00,-20,69
2745,-1,08,0,49,-11,86,-0,88,0,10,-7,00,0,00,-61,60,0,10,0,00,-26,83,0,10,0,00,-26,83
2781,-1,08,0,49,-11,86,-0,88,0,10,-7,00,0,00,-61,60,-0,97,0,00,-32,04,-0,97,0,00,-32,04
2825,-0,20,0,10,-9,41,0,00,-0,29,20,30,0,00,0,00,2,22,0,00,-27,24,2,22,0,00,-27,24
2864,-1,27,0,10,-10,58,-1,07,-0,29,20,30,0,00,-74,90,4,94,0,00,-34,39,4,94,0,00,-34,39
2897,-0,20,0,78,-10,78,0,00,0,39,-27,30,0,00,0,00,0,10,0,00,-29,23,0,10,0,00,-29,23
2931,-0,49,0,88,-12,05,-0,29,0,49,-34,30,0,00,-20,30,-5,06,0,00,-27,89,-5,06,0,00,-27,89
2964,-0,88,0,78,-12,05,-0,68,0,39,-27,30,0,00,-47,60,-8,40,0,00,-30,85,-8,40,0,00,-30,85
2991,-0,88,0,78,-10,09,-0,68,0,39,-27,30,0,00,-47,60,-11,23,0,00,-33,36,-11,23,0,00,-33,36
3016,0,88,0,69,-10,09,1,08,0,30,-21,00,0,00,75,60,-12,70,0,00,-17,02,-12,70,0,00,-17,02
3043,0,20,0,00,-10,29,0,40,-0,39,27,30,0,00,28,00,-6,70,0,00,-10,26,-6,70,0,00,-10,26
3073,1,27,0,78,-12,05,1,47,0,39,-27,30,0,00,102,90,-9,79,0,00,6,71,-9,79,0,00,6,71
3100,1,67,-1,86,-8,04,1,87,-2,25,157,50,0,00,130,90,15,31,0,00,25,34,15,31,0,00,25,34
3129,5,10,0,78,-5,98,5,30,0,39,-27,30,0,00,371,00,8,91,0,00,77,19,8,91,0,00,77,19
3176,5,10,0,29,-11,56,5,30,-0,10,7,00,0,00,371,00,8,63,0,00,121,26,8,63,0,00,90,00
3221,4,61,0,88,-8,53,4,81,0,49,-34,30,0,00,336,70,2,19,0,00,153,58,2,19,0,00,90,00
3255,3,72,0,98,-9,60,3,92,0,59,-41,30,0,00,274,40,-4,33,0,00,171,70,-4,33,0,00,90,00
3281,3,43,0,78,-12,84,3,63,0,39,-27,30,0,00,254,10,-7,78,0,00,184,06,-7,78,0,00,90,00
3308,3,23,1,08,-14,80,3,43,0,69,-48,30,0,00,240,10,-13,86,0,00,192,47,-13,86,0,00,90,00
3330,2,35,2,35,-15,97,2,55,1,96,-137,20,0,00,178,50,-32,36,0,00,190,37,-32,36,0,00,90,00
3357,2,35,2,65,-17,35,2,55,2,26,-158,20,0,00,178,50,-51,24,0,00,188,59,-51,24,0,00,90,00
3390,1,08,2,65,-17,35,1,28,2,26,-158,20,0,00,89,60,-67,28,0,00,173,74,-67,28,0,00,90,00
3414,1,08,2,16,-17,93,1,28,1,77,-123,90,0,00,89,60,-75,77,0,00,161,12,-75,77,0,00,90,00
3439,1,27,2,16,-17,54,1,47,1,77,-123,90,0,00,102,90,-82,99,0,00,152,39,-82,99,0,00,90,00
3469,2,35,3,04,-17,54,2,55,2,65,-185,50,0,00,178,50,-98,37,0,00,156,30,-90,00,0,00,90,00
3519,0,00,1,96,-6,37,0,20,1,57,-109,90,0,00,14,00,-100,10,0,00,134,96,-90,00,0,00,90,00
3556,0,20,-2,65,0,78,0,40,-3,04,212,80,0,00,28,00,-53,16,0,00,118,91,-53,16,0,00,90,00
3591,-0,20,-4,61,3,63,0,00,-5,00,350,00,0,00,0,00,7,31,0,00,101,08,7,31,0,00,90,00
3628,-1,67,-7,35,2,74,-1,47,-7,74,541,80,0,00,-102,90,87,48,0,00,70,48,87,48,0,00,70,48
3666,-1,96,-10,19,-1,27,-1,76,-10,58,740,60,0,00,-123,20,185,45,0,00,41,43,90,00,0,00,41,43
3699,2,35,-10,00,-3,53,2,55,-10,39,727,30,0,00,178,50,266,73,0,00,61,99,90,00,0,00,61,99
3728,-0,29,-9,11,-8,04,-0,09,-9,50,665,00,0,00,-6,30,326,47,0,00,51,75,90,00,0,00,51,75
3757,0,59,-11,37,-5,49,0,79,-11,76,823,20,0,00,55,30,400,98,0,00,52,28,90,00,0,00,52,28
3780,2,74,-12,05,-0,78,2,94,-12,44,870,80,0,00,205,80,471,45,0,00,75,31,90,00,0,00,75,31
3802,2,74,-12,05,-0,78,2,94,-12,44,870,80,0,00,205,80,531,35,0,00,94,88,90,00,0,00,90,00
3821,2,74,-12,05,-0,78,2,94,-12,44,870,80,0,00,205,80,582,27,0,00,111,52,90,00,0,00,90,00
3844,0,78,-11,96,4,70,0,98,-12,35,864,50,0,00,68,60,624,61,0,00,105,08,90,00,0,00,90,00
3879,-0,88,-12,35,4,12,-0,68,-12,74,891,80,0,00,-47,60,664,68,0,00,82,18,90,00,0,00,82,18
3910,-2,35,-9,80,-0,10,-2,15,-10,19,713,30,0,00,-150,50,671,98,0,00,47,28,90,00,0,00,47,28
3938,-1,67,-8,43,0,59,-1,47,-8,82,617,40,0,00,-102,90,663,79,0,00,24,75,90,00,0,00,24,75
3964,-1,67,-8,43,0,59,-1,47,-8,82,617,40,0,00,-102,90,656,83,0,00,5,60,90,00,0,00,5,60
3983,-1,67,-8,13,3,92,-1,47,-8,52,596,40,0,00,-102,90,647,77,0,00,-10,67,90,00,0,00,-10,67
4006,-4,02,-8,13,3,92,-3,82,-8,52,596,40,0,00,-267,40,640,06,0,00,-49,18,90,00,0,00,-49,18
4026,-2,74,-6,86,5,98,-2,54,-7,25,507,50,0,00,-177,80,620,18,0,00,-68,47,90,00,0,00,-68,47
4047,-0,29,-5,59,5,78,-0,09,-5,98,418,60,0,00,-6,30,589,94,0,00,-59,15,90,00,0,00,-59,15
4068,-0,29,-5,59,5,49,-0,09,-5,98,418,60,0,00,-6,30,564,24,0,00,-51,22,90,00,0,00,-51,22
4087,0,29,-4,21,5,49,0,49,-4,60,322,00,0,00,34,30,527,90,0,00,-38,39,90,00,0,00,-38,39
4106,0,29,-1,47,7,84,0,49,-1,86,130,20,0,00,34,30,468,25,0,00,-27,49,90,00,0,00,-27,49
4125,-0,88,-1,47,7,84,-0,68,-1,86,130,20,0,00,-47,60,417,54,0,00,-30,51,90,00,0,00,-30,51
4154,-1,37,-1,86,10,58,-1,17,-2,25,157,50,0,00,-81,90,378,53,0,00,-38,21,90,00,0,00,-38,21
4179,2,74,-4,80,16,76,2,94,-5,19,363,30,0,00,205,80,376,25,0,00,-1,61,90,00,0,00,-1,61
4204,4,51,-7,84,17,54,4,71,-8,23,576,10,0,00,329,70,406,23,0,00,48,08,90,00,0,00,48,08
4225,4,51,-7,84,17,54,4,71,-8,23,576,10,0,00,329,70,431,71,0,00,90,33,90,00,0,00,90,00
4244,4,51,-7,84,17,54,4,71,-8,23,576,10,0,00,329,70,453,37,0,00,126,23,90,00,0,00,90,00
4275,0,88,-7,55,14,21,1,08,-7,94,555,80,0,00,75,60,468,73,0,00,118,64,90,00,0,00,90,00
4309,-1,27,-4,90,11,27,-1,07,-5,29,370,30,0,00,-74,90,453,97,0,00,89,61,90,00,0,00,89,61
4337,-0,49,-5,98,11,27,-0,29,-6,37,445,90,0,00,-20,30,452,76,0,00,73,12,90,00,0,00,73,12
4361,1,96,-5,98,15,29,2,16,-6,37,445,90,0,00,151,20,451,73,0,00,84,83,90,00,0,00,84,83
4381,-3,53,-1,08,10,98,-3,33,-1,47,102,90,0,00,-233,10,399,40,0,00,37,14,90,00,0,00,37,14
4401,-3,53,-1,08,9,80,-3,33,-1,47,102,90,0,00,-233,10,354,93,0,00,-3,39,90,00,0,00,-3,39
4425,-8,04,-0,39,9,80,-7,84,-0,78,54,60,0,00,-548,80,309,88,0,00,-85,20,90,00,0,00,-85,20
4451,-14,31,-2,35,5,29,-14,11,-2,74,191,80,0,00,-987,70,292,17,0,00,-220,58,90,00,0,00,-90,00
4468,-13,23,-2,55,-3,43,-13,03,-2,94,205,80,0,00,-912,10,279,21,0,00,-324,31,90,00,0,00,-90,00
4506,-10,98,-2,16,-9,21,-10,78,-2,55,178,50,0,00,-754,60,264,11,0,00,-388,85,90,00,0,00,-90,00
4536,-9,70,-5,78,-10,49,-9,50,-6,17,431,90,0,00,-665,00,289,27,0,00,-430,27,90,00,0,00,-90,00
4568,-11,07,-5,88,-11,96,-10,87,-6,27,438,90,0,00,-760,90,311,72,0,00,-479,87,90,00,0,00,-90,00
4596,-10,49,-7,25,-9,11,-10,29,-7,64,534,80,0,00,-720,30,345,18,0,00,-515,93,90,00,0,00,-90,00
4631,-9,21,-6,66,-10,29,-9,01,-7,05,493,50,0,00,-630,70,367,43,0,00,-533,15,90,00,0,00,-90,00
4653,-9,21,-6,66,-10,29,-9,01,-7,05,493,50,0,00,-630,70,386,34,0,00,-547,78,90,00,0,00,-90,00
4673,-9,21,-6,66,-7,84,-9,01,-7,05,493,50,0,00,-630,70,402,41,0,00,-560,22,90,00,0,00,-90,00
4692,-8,04,-6,66,-7,84,-7,84,-7,05,493,50,0,00,-548,80,416,08,0,00,-558,51,90,00,0,00,-90,00
4716,-6,96,-6,57,-6,08,-6,76,-6,96,487,20,0,00,-473,20,426,74,0,00,-545,71,90,00,0,00,-90,00
4754,-2,74,-5,49,1,67,-2,54,-5,88,411,60,0,00,-177,80,424,47,0,00,-490,52,90,00,0,00,-90,00
4784,-2,74,-5,49,1,67,-2,54,-5,88,411,60,0,00,-177,80,422,54,0,00,-443,61,90,00,0,00,-90,00
4809,-1,27,-5,98,7,35,-1,07,-6,37,445,90,0,00,-74,90,426,05,0,00,-388,31,90,00,0,00,-90,00
4834,-0,20,-7,15,10,49,0,00,-7,54,527,80,0,00,0,00,441,31,0,00,-330,06,90,00,0,00,-90,00
4853,-0,20,-9,02,11,76,0,00,-9,41,658,70,0,00,0,00,473,92,0,00,-280,55,90,00,0,00,-90,00
4871,1,37,-9,02,11,76,1,57,-9,41,658,70,0,00,109,90,501,63,0,00,-221,98,90,00,0,00,-90,00
4890,2,94,-7,15,19,60,3,14,-7,54,527,80,0,00,219,80,505,56,0,00,-155,72,90,00,0,00,-90,00
4909,2,94,-7,15,19,40,3,14,-7,54,527,80,0,00,219,80,508,90,0,00,-99,39,90,00,0,00,-90,00
4930,-6,47,-3,82,19,40,-6,27,-4,21,294,70,0,00,-438,90,476,77,0,00,-150,32,90,00,0,00,-90,00
4949,-10,49,0,00,15,58,-10,29,-0,39,27,30,0,00,-720,30,409,35,0,00,-235,81,90,00,0,00,-90,00
4969,-10,49,0,00,10,29,-10,29,-0,39,27,30,0,00,-720,30,352,04,0,00,-308,49,90,00,0,00,-90,00
4987,-19,80,0,00,10,29,-19,60,-0,39,27,30,0,00,-1372,00,303,33,0,00,-468,01,90,00,0,00,-90,00
